invoice_number,vendor_name,address,issued_date,due_date,invoice_status,product_name,quantity,unit_price
35-2023-06-15-Co,Company C,Cambodia,2023-06-15,2023-07-15,Pending,UI/UX Design,1,409.35
79-2023-04-30-Co,Company C,Burkina Faso,2023-04-30,2023-05-17,Paid,E-commerce Development,1,2059.42
31-2022-12-15-Co,Company B,Canada,2022-12-15,2022-12-28,Paid,Mobile App Development,1,2398.86
22-2023-01-09-Co,Company E,Montserrat,2023-01-09,2023-01-29,Pending,IoT Solution,1,7160.08
81-2022-12-15-Co,Company C,Slovenia,2022-12-15,2023-01-14,Pending,Mobile App Development,1,1119.91
5-2022-10-18-Co,Company D,Azerbaijan,2022-10-18,2022-11-15,Paid,IoT Solution,1,4657.11
61-2022-12-03-Co,Company E,Svalbard & Jan Mayen Islands,2022-12-03,2022-12-30,Paid,Mobile App Development,1,1682.4
73-2022-09-22-Co,Company E,Albania,2022-09-22,2022-09-29,Pending,UI/UX Design,1,269.07
63-2022-11-13-Co,Company D,Colombia,2022-11-13,2022-12-09,Overdue,Mobile App Development,1,2793.16
62-2022-12-23-Co,Company C,Cook Islands,2022-12-23,2023-01-15,Pending,IoT Solution,1,7114.49
14-2023-01-14-Co,Company D,Jersey,2023-01-14,2023-02-02,Paid,IoT Solution,1,4114.13
82-2023-05-18-Co,Company C,Falkland Islands (Malvinas),2023-05-18,2023-06-13,Pending,Mobile App Development,1,3586.01
74-2023-03-03-Co,Company A,Canada,2023-03-03,2023-03-28,Paid,Web Development,1,1050.38
17-2022-07-28-Co,Company A,Austria,2022-07-28,2022-08-25,Overdue,IoT Solution,1,5075.46
88-2023-06-20-Co,Company A,South Africa,2023-06-20,2023-07-11,Paid,AI Solution,1,5271.66
73-2023-04-04-Co,Company A,Guam,2023-04-04,2023-04-24,Overdue,Web Development,1,2992.73
69-2022-08-26-Co,Company A,Saint Vincent and the Grenadines,2022-08-26,2022-09-23,Pending,AI Solution,1,6308.47
22-2023-03-02-Co,Company E,India,2023-03-02,2023-03-19,Pending,Web Development,1,2425.6
81-2023-01-19-Co,Company E,Belize,2023-01-19,2023-01-28,Paid,UI/UX Design,1,459.37
51-2022-11-03-Co,Company E,Bahrain,2022-11-03,2022-11-24,Paid,Web Development,1,2794.17
90-2022-10-23-Co,Company B,Comoros,2022-10-23,2022-10-31,Pending,AI Solution,1,5553.54
38-2022-11-17-Co,Company A,Belgium,2022-11-17,2022-11-30,Paid,Mobile App Development,1,2616.83
88-2022-07-12-Co,Company C,Turkey,2022-07-12,2022-07-23,Pending,IoT Solution,1,4239.03
32-2023-04-01-Co,Company C,Swaziland,2023-04-01,2023-04-27,Pending,Web Development,1,2164.56
22-2022-12-29-Co,Company B,Andorra,2022-12-29,2023-01-28,Overdue,IoT Solution,1,3732.25
23-2022-07-22-Co,Company E,Ethiopia,2022-07-22,2022-07-29,Pending,IoT Solution,1,4569.56
22-2022-08-01-Co,Company C,United Arab Emirates,2022-08-01,2022-08-22,Overdue,E-commerce Development,1,4512.75
80-2023-01-05-Co,Company C,United States Minor Outlying Islands,2023-01-05,2023-01-13,Paid,Web Development,1,1329.87
10-2023-02-28-Co,Company A,United States of America,2023-02-28,2023-03-19,Pending,IoT Solution,1,5908.57
66-2023-03-19-Co,Company E,Jordan,2023-03-19,2023-04-05,Pending,UI/UX Design,1,537.01
16-2022-12-15-Co,Company C,Malta,2022-12-15,2022-12-25,Paid,IoT Solution,1,7331.04
1-2022-12-15-Co,Company D,Malaysia,2022-12-15,2023-01-06,Overdue,Mobile App Development,1,4851.88
8-2023-01-25-Co,Company A,Togo,2023-01-25,2023-02-03,Overdue,Web Development,1,2992.41
74-2023-01-21-Co,Company B,Zambia,2023-01-21,2023-02-17,Paid,E-commerce Development,1,3899.85
80-2022-11-18-Co,Company B,Guyana,2022-11-18,2022-12-11,Overdue,Web Development,1,2516.74
84-2023-06-14-Co,Company B,Saint Vincent and the Grenadines,2023-06-14,2023-07-05,Overdue,Mobile App Development,1,4893.98
73-2022-08-05-Co,Company B,British Virgin Islands,2022-08-05,2022-08-25,Paid,Web Development,1,757.51
71-2022-08-12-Co,Company D,Turks and Caicos Islands,2022-08-12,2022-09-11,Overdue,IoT Solution,1,4192.61
33-2022-12-22-Co,Company B,Korea,2022-12-22,2023-01-13,Overdue,E-commerce Development,1,2538.15
26-2023-05-11-Co,Company B,Burundi,2023-05-11,2023-06-04,Overdue,UI/UX Design,1,401.64
44-2022-12-28-Co,Company A,Poland,2022-12-28,2023-01-13,Overdue,E-commerce Development,1,1277.65
46-2023-05-24-Co,Company B,Tonga,2023-05-24,2023-06-07,Pending,E-commerce Development,1,1695.46
39-2023-04-11-Co,Company E,Costa Rica,2023-04-11,2023-04-22,Paid,IoT Solution,1,5836.58
31-2023-04-24-Co,Company E,Guatemala,2023-04-24,2023-05-11,Pending,AI Solution,1,8914.85
61-2022-12-11-Co,Company A,Netherlands,2022-12-11,2022-12-31,Overdue,Mobile App Development,1,2527.68
18-2023-06-04-Co,Company E,Oman,2023-06-04,2023-07-04,Pending,IoT Solution,1,6878.3
81-2022-12-28-Co,Company A,Bulgaria,2022-12-28,2023-01-09,Paid,Web Development,1,608.78
84-2023-03-10-Co,Company C,United States Minor Outlying Islands,2023-03-10,2023-03-26,Overdue,AI Solution,1,3280.03
84-2023-04-30-Co,Company A,Argentina,2023-04-30,2023-05-14,Pending,AI Solution,1,6981.16
26-2023-02-12-Co,Company D,Nicaragua,2023-02-12,2023-02-22,Pending,AI Solution,1,3153.95
60-2022-09-03-Co,Company A,New Caledonia,2022-09-03,2022-09-22,Overdue,UI/UX Design,1,972.95
24-2023-01-25-Co,Company A,Bangladesh,2023-01-25,2023-02-10,Overdue,UI/UX Design,1,682.14
8-2022-12-03-Co,Company D,Dominican Republic,2022-12-03,2022-12-31,Overdue,UI/UX Design,1,696.61
78-2022-09-16-Co,Company A,Saint Martin,2022-09-16,2022-09-27,Paid,Mobile App Development,1,2457.57
1-2023-02-18-Co,Company B,China,2023-02-18,2023-03-16,Overdue,AI Solution,1,7502.74
42-2022-08-03-Co,Company A,Spain,2022-08-03,2022-08-24,Pending,Web Development,1,2901.18
39-2022-09-16-Co,Company A,Angola,2022-09-16,2022-10-12,Pending,E-commerce Development,1,4753.1
78-2022-12-16-Co,Company C,Hong Kong,2022-12-16,2023-01-08,Overdue,E-commerce Development,1,2105.61
55-2022-12-04-Co,Company B,Uzbekistan,2022-12-04,2022-12-30,Pending,IoT Solution,1,5906.71
16-2022-09-22-Co,Company D,Uzbekistan,2022-09-22,2022-09-29,Pending,E-commerce Development,1,2336.85
90-2022-12-03-Co,Company E,Cambodia,2022-12-03,2022-12-18,Overdue,E-commerce Development,1,4510.42
44-2023-01-16-Co,Company C,Latvia,2023-01-16,2023-02-14,Paid,Web Development,1,580.27
28-2022-11-14-Co,Company A,Czech Republic,2022-11-14,2022-12-13,Overdue,UI/UX Design,1,868.72
10-2023-05-09-Co,Company E,American Samoa,2023-05-09,2023-05-29,Overdue,UI/UX Design,1,218.78
66-2023-05-26-Co,Company E,Congo,2023-05-26,2023-06-24,Paid,UI/UX Design,1,519.59
94-2023-01-01-Co,Company C,Costa Rica,2023-01-01,2023-01-24,Pending,UI/UX Design,1,682.35
27-2023-02-06-Co,Company B,South Africa,2023-02-06,2023-02-20,Pending,Web Development,1,974.85
47-2023-06-12-Co,Company E,Equatorial Guinea,2023-06-12,2023-06-19,Pending,E-commerce Development,1,4047.02
50-2023-01-28-Co,Company A,Central African Republic,2023-01-28,2023-02-12,Overdue,UI/UX Design,1,253.15
46-2022-12-31-Co,Company D,Martinique,2022-12-31,2023-01-24,Paid,AI Solution,1,6944.27
3-2022-10-12-Co,Company A,Holy See (Vatican City State),2022-10-12,2022-10-30,Overdue,Mobile App Development,1,2655.54
50-2023-03-16-Co,Company E,Jersey,2023-03-16,2023-03-26,Overdue,UI/UX Design,1,487.91
48-2023-02-04-Co,Company B,Palau,2023-02-04,2023-03-05,Overdue,IoT Solution,1,5834.43
44-2023-04-05-Co,Company E,Turkmenistan,2023-04-05,2023-05-04,Paid,E-commerce Development,1,2541.24
77-2023-01-27-Co,Company D,Switzerland,2023-01-27,2023-02-09,Pending,AI Solution,1,9469.61
46-2022-11-09-Co,Company E,Barbados,2022-11-09,2022-12-07,Pending,Mobile App Development,1,1520.82
73-2022-08-31-Co,Company B,Saint Lucia,2022-08-31,2022-09-24,Pending,AI Solution,1,3573.51
33-2023-02-22-Co,Company E,Cook Islands,2023-02-22,2023-03-15,Paid,UI/UX Design,1,968.67
41-2022-10-17-Co,Company E,Cayman Islands,2022-10-17,2022-10-27,Pending,E-commerce Development,1,3394.85
33-2023-02-27-Co,Company D,Canada,2023-02-27,2023-03-14,Paid,AI Solution,1,4973.55
45-2023-03-29-Co,Company C,Swaziland,2023-03-29,2023-04-23,Paid,UI/UX Design,1,559.58
41-2023-02-21-Co,Company E,Yemen,2023-02-21,2023-03-09,Pending,IoT Solution,1,5428.21
100-2022-08-28-Co,Company E,Svalbard & Jan Mayen Islands,2022-08-28,2022-09-14,Paid,UI/UX Design,1,251.44
70-2023-06-02-Co,Company C,New Caledonia,2023-06-02,2023-06-10,Pending,Web Development,1,633.05
31-2022-10-15-Co,Company C,Liechtenstein,2022-10-15,2022-10-26,Pending,E-commerce Development,1,2538.78
6-2023-06-05-Co,Company D,Slovakia (Slovak Republic),2023-06-05,2023-07-05,Overdue,IoT Solution,1,3619.82
24-2023-02-01-Co,Company A,Zambia,2023-02-01,2023-02-13,Overdue,E-commerce Development,1,2139.56
98-2023-02-12-Co,Company C,South Africa,2023-02-12,2023-02-21,Paid,UI/UX Design,1,563.97
81-2022-12-11-Co,Company C,Samoa,2022-12-11,2023-01-05,Overdue,Mobile App Development,1,3879.19
9-2022-10-21-Co,Company B,British Indian Ocean Territory (Chagos Archipelago),2022-10-21,2022-10-31,Paid,Mobile App Development,1,4038.78
55-2022-10-25-Co,Company B,Nepal,2022-10-25,2022-11-21,Paid,IoT Solution,1,4129.45
70-2022-08-10-Co,Company E,China,2022-08-10,2022-09-01,Overdue,Web Development,1,1802.13
88-2023-04-21-Co,Company E,Bangladesh,2023-04-21,2023-05-04,Overdue,AI Solution,1,8045.27
38-2023-03-31-Co,Company C,American Samoa,2023-03-31,2023-04-22,Pending,IoT Solution,1,3950.91
60-2023-03-21-Co,Company A,Cape Verde,2023-03-21,2023-03-30,Paid,E-commerce Development,1,1510.53
71-2023-02-03-Co,Company A,Maldives,2023-02-03,2023-03-05,Overdue,IoT Solution,1,7186.69
86-2023-06-14-Co,Company A,United States Minor Outlying Islands,2023-06-14,2023-07-08,Overdue,Web Development,1,2230.89
3-2023-07-01-Co,Company D,Seychelles,2023-07-01,2023-07-16,Paid,Mobile App Development,1,2349.84
73-2023-02-11-Co,Company A,Namibia,2023-02-11,2023-03-02,Pending,E-commerce Development,1,2702.9
49-2022-09-14-Co,Company B,Taiwan,2022-09-14,2022-10-05,Overdue,AI Solution,1,9569.17
69-2023-04-21-Co,Company D,Bulgaria,2023-04-21,2023-05-17,Paid,UI/UX Design,1,997.43
90-2022-12-26-Co,Company C,United States of America,2022-12-26,2023-01-07,Paid,Web Development,1,693.55
58-2022-07-21-Co,Company E,New Caledonia,2022-07-21,2022-07-31,Overdue,Mobile App Development,1,4624.39
76-2022-10-21-Co,Company C,Iran,2022-10-21,2022-11-14,Paid,Web Development,1,2128.41
45-2022-11-12-Co,Company B,Senegal,2022-11-12,2022-11-25,Paid,E-commerce Development,1,1641.61
64-2022-11-24-Co,Company A,Palau,2022-11-24,2022-12-23,Paid,IoT Solution,1,2090.27
22-2022-11-16-Co,Company B,Algeria,2022-11-16,2022-12-16,Overdue,Mobile App Development,1,3871.86
53-2023-05-26-Co,Company C,Ghana,2023-05-26,2023-06-11,Overdue,Web Development,1,1085.63
83-2023-06-26-Co,Company D,Libyan Arab Jamahiriya,2023-06-26,2023-07-11,Pending,Web Development,1,887.06
65-2022-07-11-Co,Company C,Guinea,2022-07-11,2022-08-03,Paid,UI/UX Design,1,741.18
47-2022-10-31-Co,Company D,Namibia,2022-10-31,2022-11-22,Overdue,AI Solution,1,7431.34
65-2022-08-10-Co,Company E,Guernsey,2022-08-10,2022-08-28,Paid,E-commerce Development,1,2509.0
95-2022-12-31-Co,Company C,Iceland,2022-12-31,2023-01-21,Paid,AI Solution,1,7157.89
92-2022-08-29-Co,Company E,British Indian Ocean Territory (Chagos Archipelago),2022-08-29,2022-09-08,Pending,IoT Solution,1,7607.19
89-2022-07-21-Co,Company D,Ukraine,2022-07-21,2022-08-03,Overdue,Web Development,1,2036.83
50-2023-04-07-Co,Company B,Costa Rica,2023-04-07,2023-05-06,Pending,AI Solution,1,6423.54
48-2022-07-19-Co,Company E,Belarus,2022-07-19,2022-08-03,Overdue,Mobile App Development,1,1689.4
4-2023-05-26-Co,Company B,Serbia,2023-05-26,2023-06-07,Paid,AI Solution,1,8690.91
32-2023-01-10-Co,Company E,France,2023-01-10,2023-01-21,Pending,Web Development,1,1180.06
80-2022-12-05-Co,Company D,Slovakia (Slovak Republic),2022-12-05,2022-12-15,Pending,AI Solution,1,5176.73
44-2023-07-01-Co,Company C,Madagascar,2023-07-01,2023-07-17,Pending,AI Solution,1,9170.75
70-2023-07-02-Co,Company D,Japan,2023-07-02,2023-08-01,Paid,Mobile App Development,1,4346.58
9-2023-03-28-Co,Company C,Colombia,2023-03-28,2023-04-09,Paid,IoT Solution,1,2388.84
74-2023-05-06-Co,Company B,Dominican Republic,2023-05-06,2023-05-16,Overdue,E-commerce Development,1,1617.06
57-2022-12-02-Co,Company B,Turkey,2022-12-02,2022-12-25,Paid,E-commerce Development,1,2193.17
59-2022-11-22-Co,Company A,Wallis and Futuna,2022-11-22,2022-12-21,Overdue,E-commerce Development,1,2411.95
51-2022-09-08-Co,Company C,Reunion,2022-09-08,2022-10-06,Pending,UI/UX Design,1,491.29
62-2023-01-28-Co,Company B,Senegal,2023-01-28,2023-02-09,Paid,UI/UX Design,1,627.54
84-2023-02-22-Co,Company D,Mauritius,2023-02-22,2023-03-13,Pending,IoT Solution,1,5314.39
28-2023-06-25-Co,Company A,Montserrat,2023-06-25,2023-07-09,Paid,Mobile App Development,1,2407.3
28-2023-06-01-Co,Company A,United Arab Emirates,2023-06-01,2023-06-24,Overdue,IoT Solution,1,2261.28
36-2023-06-18-Co,Company B,Saint Pierre and Miquelon,2023-06-18,2023-07-10,Overdue,AI Solution,1,3772.3
69-2022-08-12-Co,Company B,Sweden,2022-08-12,2022-09-03,Overdue,E-commerce Development,1,3038.4
29-2022-10-01-Co,Company B,Jamaica,2022-10-01,2022-10-29,Paid,E-commerce Development,1,4488.81
69-2023-06-06-Co,Company E,Japan,2023-06-06,2023-07-04,Overdue,UI/UX Design,1,532.57
48-2023-04-29-Co,Company A,Christmas Island,2023-04-29,2023-05-13,Paid,IoT Solution,1,2125.23
57-2022-09-29-Co,Company D,Greece,2022-09-29,2022-10-13,Pending,E-commerce Development,1,3051.08
72-2022-09-09-Co,Company A,Liechtenstein,2022-09-09,2022-09-24,Paid,IoT Solution,1,3818.41
88-2023-06-12-Co,Company E,Tajikistan,2023-06-12,2023-07-02,Pending,AI Solution,1,7449.37
98-2022-07-12-Co,Company A,Saint Lucia,2022-07-12,2022-07-19,Pending,Web Development,1,1084.52
35-2022-08-15-Co,Company C,Portugal,2022-08-15,2022-08-26,Paid,AI Solution,1,3683.49
42-2023-05-04-Co,Company D,Nicaragua,2023-05-04,2023-05-16,Pending,IoT Solution,1,2992.43
67-2023-02-15-Co,Company B,Chile,2023-02-15,2023-03-10,Overdue,Mobile App Development,1,2147.61
35-2022-11-28-Co,Company E,Haiti,2022-11-28,2022-12-17,Pending,Mobile App Development,1,1833.52
80-2023-04-13-Co,Company C,United Arab Emirates,2023-04-13,2023-05-06,Overdue,IoT Solution,1,4784.4
22-2022-11-15-Co,Company B,Reunion,2022-11-15,2022-11-29,Overdue,IoT Solution,1,6481.82
3-2023-04-15-Co,Company A,Mexico,2023-04-15,2023-04-24,Paid,E-commerce Development,1,2906.62
16-2023-03-31-Co,Company E,Northern Mariana Islands,2023-03-31,2023-04-18,Paid,AI Solution,1,5627.85
23-2023-05-14-Co,Company A,Saint Lucia,2023-05-14,2023-05-26,Pending,AI Solution,1,5579.5
46-2023-06-09-Co,Company E,Estonia,2023-06-09,2023-07-08,Paid,Mobile App Development,1,1687.72
10-2023-02-03-Co,Company B,Poland,2023-02-03,2023-02-17,Overdue,E-commerce Development,1,3802.19
87-2023-03-29-Co,Company C,United States Minor Outlying Islands,2023-03-29,2023-04-24,Overdue,Web Development,1,1600.14
98-2022-10-09-Co,Company C,Bhutan,2022-10-09,2022-10-31,Pending,UI/UX Design,1,477.43
96-2022-10-09-Co,Company E,Guam,2022-10-09,2022-10-20,Paid,AI Solution,1,3115.77
9-2023-06-06-Co,Company C,Antarctica (the territory South of 60 deg S),2023-06-06,2023-06-22,Overdue,E-commerce Development,1,3943.56
87-2023-04-19-Co,Company E,Palau,2023-04-19,2023-05-13,Pending,Web Development,1,2963.57
21-2023-03-04-Co,Company D,Saint Lucia,2023-03-04,2023-03-29,Pending,UI/UX Design,1,634.08
79-2022-09-27-Co,Company C,Trinidad and Tobago,2022-09-27,2022-10-10,Paid,UI/UX Design,1,623.21
53-2023-04-22-Co,Company E,Congo,2023-04-22,2023-05-19,Paid,UI/UX Design,1,968.15
72-2023-04-19-Co,Company E,Grenada,2023-04-19,2023-05-13,Paid,UI/UX Design,1,338.11
65-2023-07-08-Co,Company B,El Salvador,2023-07-08,2023-08-02,Pending,IoT Solution,1,2537.27
66-2022-08-07-Co,Company A,Guernsey,2022-08-07,2022-09-06,Overdue,Mobile App Development,1,2837.75
97-2022-12-31-Co,Company A,Ukraine,2022-12-31,2023-01-20,Overdue,Web Development,1,1948.39
4-2023-04-02-Co,Company D,Belgium,2023-04-02,2023-05-02,Pending,AI Solution,1,7857.72
68-2023-04-03-Co,Company D,Sudan,2023-04-03,2023-04-15,Paid,IoT Solution,1,3164.04
19-2023-02-13-Co,Company C,Bulgaria,2023-02-13,2023-02-22,Paid,Web Development,1,840.17
6-2023-01-25-Co,Company E,Tonga,2023-01-25,2023-02-08,Overdue,E-commerce Development,1,2255.85
77-2022-08-12-Co,Company D,Australia,2022-08-12,2022-08-25,Overdue,UI/UX Design,1,526.21
18-2022-08-20-Co,Company D,Finland,2022-08-20,2022-09-12,Pending,IoT Solution,1,5868.28
63-2023-03-13-Co,Company E,Anguilla,2023-03-13,2023-04-07,Paid,IoT Solution,1,7062.02
10-2023-02-16-Co,Company D,Benin,2023-02-16,2023-03-17,Overdue,AI Solution,1,6495.52
98-2022-07-29-Co,Company A,Lesotho,2022-07-29,2022-08-27,Overdue,AI Solution,1,3162.06
39-2022-10-23-Co,Company B,Yemen,2022-10-23,2022-11-12,Overdue,Web Development,1,828.14
15-2022-08-30-Co,Company D,South Africa,2022-08-30,2022-09-17,Overdue,E-commerce Development,1,4935.42
90-2023-04-24-Co,Company B,Algeria,2023-04-24,2023-05-02,Overdue,E-commerce Development,1,4722.55
29-2023-01-18-Co,Company E,Reunion,2023-01-18,2023-02-14,Paid,Web Development,1,1014.1
16-2023-01-30-Co,Company E,Wallis and Futuna,2023-01-30,2023-02-15,Pending,UI/UX Design,1,762.32
71-2023-05-20-Co,Company C,Mexico,2023-05-20,2023-06-04,Pending,AI Solution,1,4015.79
91-2022-10-11-Co,Company C,Burkina Faso,2022-10-11,2022-10-31,Paid,AI Solution,1,9099.58
99-2022-08-01-Co,Company A,United States of America,2022-08-01,2022-08-25,Paid,Web Development,1,2485.44
2-2023-06-01-Co,Company D,Papua New Guinea,2023-06-01,2023-06-24,Paid,AI Solution,1,5492.19
60-2023-02-14-Co,Company E,Mexico,2023-02-14,2023-02-21,Pending,UI/UX Design,1,277.04
83-2023-06-08-Co,Company C,Turkmenistan,2023-06-08,2023-06-19,Paid,IoT Solution,1,3177.52
91-2023-07-05-Co,Company C,Holy See (Vatican City State),2023-07-05,2023-07-20,Pending,E-commerce Development,1,4980.67
95-2022-11-08-Co,Company E,Sweden,2022-11-08,2022-12-08,Overdue,Web Development,1,1185.81
48-2022-12-28-Co,Company C,Guernsey,2022-12-28,2023-01-09,Paid,UI/UX Design,1,689.81
76-2023-01-07-Co,Company C,Tunisia,2023-01-07,2023-01-28,Pending,Mobile App Development,1,2080.8
30-2022-12-13-Co,Company C,Tunisia,2022-12-13,2023-01-11,Pending,IoT Solution,1,3011.62
18-2023-03-29-Co,Company C,Malawi,2023-03-29,2023-04-21,Overdue,UI/UX Design,1,486.65
44-2023-01-13-Co,Company D,Korea,2023-01-13,2023-02-05,Overdue,UI/UX Design,1,705.96
2-2022-10-03-Co,Company D,Kuwait,2022-10-03,2022-10-28,Pending,Web Development,1,2559.65
26-2023-06-20-Co,Company E,Venezuela,2023-06-20,2023-07-10,Overdue,IoT Solution,1,2736.17
63-2022-09-04-Co,Company B,Gambia,2022-09-04,2022-10-03,Overdue,UI/UX Design,1,455.75
71-2023-02-22-Co,Company E,Ecuador,2023-02-22,2023-03-05,Paid,AI Solution,1,5657.31
83-2023-02-05-Co,Company E,Bangladesh,2023-02-05,2023-02-24,Overdue,Mobile App Development,1,3876.37
9-2022-12-02-Co,Company A,Niue,2022-12-02,2022-12-22,Pending,Web Development,1,2007.71
79-2023-07-04-Co,Company B,Dominican Republic,2023-07-04,2023-07-19,Pending,IoT Solution,1,6131.02
44-2023-02-13-Co,Company C,Christmas Island,2023-02-13,2023-03-01,Paid,E-commerce Development,1,3650.4
84-2023-03-05-Co,Company B,Bhutan,2023-03-05,2023-03-26,Paid,IoT Solution,1,5544.0
22-2023-07-04-Co,Company B,Armenia,2023-07-04,2023-07-24,Paid,E-commerce Development,1,1031.3
4-2023-05-04-Co,Company C,Turkey,2023-05-04,2023-05-13,Pending,E-commerce Development,1,3684.49
76-2023-06-03-Co,Company C,Saint Martin,2023-06-03,2023-06-26,Paid,AI Solution,1,9477.32
84-2022-12-17-Co,Company E,Eritrea,2022-12-17,2023-01-06,Overdue,Mobile App Development,1,2374.47
90-2023-05-11-Co,Company D,Georgia,2023-05-11,2023-05-18,Paid,UI/UX Design,1,512.93
93-2023-04-10-Co,Company E,Qatar,2023-04-10,2023-04-17,Overdue,AI Solution,1,8106.47
19-2023-02-18-Co,Company C,Papua New Guinea,2023-02-18,2023-03-14,Overdue,IoT Solution,1,2684.31
98-2022-11-20-Co,Company D,Saint Vincent and the Grenadines,2022-11-20,2022-11-29,Overdue,AI Solution,1,7479.05
8-2023-01-20-Co,Company A,Puerto Rico,2023-01-20,2023-02-01,Pending,AI Solution,1,8844.94
27-2022-07-15-Co,Company C,Moldova,2022-07-15,2022-08-04,Pending,IoT Solution,1,6245.34
6-2023-04-23-Co,Company A,Saudi Arabia,2023-04-23,2023-05-01,Pending,E-commerce Development,1,2111.31
18-2022-10-18-Co,Company B,Sierra Leone,2022-10-18,2022-11-06,Paid,E-commerce Development,1,4206.58
78-2022-09-22-Co,Company E,Hungary,2022-09-22,2022-09-30,Pending,Web Development,1,1163.41
23-2023-06-14-Co,Company B,Papua New Guinea,2023-06-14,2023-06-23,Pending,AI Solution,1,3104.68
78-2022-09-30-Co,Company C,Kazakhstan,2022-09-30,2022-10-12,Paid,IoT Solution,1,5663.4
42-2022-11-10-Co,Company C,Bermuda,2022-11-10,2022-12-06,Pending,UI/UX Design,1,676.04
89-2023-02-28-Co,Company C,Malaysia,2023-02-28,2023-03-25,Overdue,E-commerce Development,1,2386.23
21-2022-10-27-Co,Company E,Anguilla,2022-10-27,2022-11-06,Overdue,UI/UX Design,1,865.21
42-2023-06-01-Co,Company A,Indonesia,2023-06-01,2023-06-29,Paid,UI/UX Design,1,488.97
82-2023-04-17-Co,Company B,Seychelles,2023-04-17,2023-05-06,Overdue,IoT Solution,1,4806.34
98-2023-04-18-Co,Company A,Niue,2023-04-18,2023-04-26,Overdue,IoT Solution,1,3508.82
11-2022-12-23-Co,Company B,Iraq,2022-12-23,2022-12-30,Paid,Mobile App Development,1,2793.27
15-2023-04-11-Co,Company E,Faroe Islands,2023-04-11,2023-04-25,Pending,IoT Solution,1,4125.1
28-2023-04-29-Co,Company E,Saint Helena,2023-04-29,2023-05-09,Overdue,AI Solution,1,4075.63
73-2023-01-20-Co,Company B,Austria,2023-01-20,2023-02-03,Overdue,IoT Solution,1,6831.61
87-2022-09-25-Co,Company E,French Guiana,2022-09-25,2022-10-11,Pending,Web Development,1,2816.97
74-2022-12-14-Co,Company D,Niger,2022-12-14,2023-01-04,Paid,Web Development,1,2191.46
27-2023-03-02-Co,Company D,Micronesia,2023-03-02,2023-03-25,Paid,Mobile App Development,1,4209.77
61-2022-12-30-Co,Company B,Fiji,2022-12-30,2023-01-10,Pending,E-commerce Development,1,3136.56
92-2022-12-13-Co,Company A,Myanmar,2022-12-13,2023-01-10,Paid,Mobile App Development,1,2145.05
80-2022-10-17-Co,Company E,Latvia,2022-10-17,2022-11-09,Overdue,AI Solution,1,8539.63
77-2023-01-04-Co,Company B,Panama,2023-01-04,2023-01-13,Overdue,UI/UX Design,1,941.37
73-2023-05-22-Co,Company C,Jamaica,2023-05-22,2023-06-15,Pending,E-commerce Development,1,2154.23
32-2022-12-27-Co,Company A,United States Minor Outlying Islands,2022-12-27,2023-01-20,Pending,UI/UX Design,1,856.89
69-2023-01-24-Co,Company D,Myanmar,2023-01-24,2023-02-21,Pending,E-commerce Development,1,3963.12
90-2022-07-11-Co,Company C,Gambia,2022-07-11,2022-08-09,Pending,UI/UX Design,1,265.96
7-2023-07-06-Co,Company A,Fiji,2023-07-06,2023-07-13,Overdue,Mobile App Development,1,1295.81
65-2022-08-12-Co,Company D,Poland,2022-08-12,2022-08-20,Overdue,AI Solution,1,9122.62
55-2023-01-16-Co,Company B,Slovenia,2023-01-16,2023-01-25,Paid,Web Development,1,2935.24
81-2023-05-04-Co,Company C,Namibia,2023-05-04,2023-05-19,Paid,Mobile App Development,1,3481.88
47-2022-09-27-Co,Company A,Ukraine,2022-09-27,2022-10-05,Paid,Mobile App Development,1,3026.62
3-2022-12-06-Co,Company D,Argentina,2022-12-06,2023-01-01,Paid,E-commerce Development,1,4190.79
47-2023-02-20-Co,Company C,Tonga,2023-02-20,2023-03-03,Pending,AI Solution,1,9470.61
53-2022-12-11-Co,Company C,Burundi,2022-12-11,2022-12-30,Pending,Mobile App Development,1,1579.49
10-2023-04-08-Co,Company C,Bouvet Island (Bouvetoya),2023-04-08,2023-04-15,Pending,E-commerce Development,1,3956.69
92-2022-09-18-Co,Company E,Guyana,2022-09-18,2022-10-14,Overdue,Mobile App Development,1,4776.43
49-2023-03-05-Co,Company C,Israel,2023-03-05,2023-03-12,Overdue,IoT Solution,1,7484.96
99-2023-06-06-Co,Company C,Ecuador,2023-06-06,2023-06-16,Paid,AI Solution,1,9101.5
59-2022-08-02-Co,Company D,Oman,2022-08-02,2022-08-20,Pending,Web Development,1,1970.72
24-2022-10-05-Co,Company B,Pakistan,2022-10-05,2022-11-03,Overdue,Mobile App Development,1,3780.76
25-2023-04-04-Co,Company D,Russian Federation,2023-04-04,2023-05-03,Overdue,UI/UX Design,1,556.53
37-2022-10-20-Co,Company C,Finland,2022-10-20,2022-10-30,Pending,Web Development,1,1191.63
62-2023-01-27-Co,Company A,Ecuador,2023-01-27,2023-02-12,Paid,E-commerce Development,1,1952.37
15-2023-05-02-Co,Company C,Moldova,2023-05-02,2023-05-22,Overdue,UI/UX Design,1,394.45
66-2022-10-18-Co,Company C,Dominica,2022-10-18,2022-11-04,Overdue,AI Solution,1,7048.53
52-2022-12-06-Co,Company A,Micronesia,2022-12-06,2022-12-26,Paid,AI Solution,1,8280.04
